Remy gave birth to a baby girl on a Saturday afternoon.;What does Remy need to do before this?;go to the hospital;leave her husband;did this to start a family
Cameron went out of his way to avoid his teacher.;Why did Cameron do this?;accidently broke the teachers computer;transfer to another school;was going to pretend to be sick with the flu
Sydney took the trash to the burn barrel then set the trash on fire.;What will Sydney want to do next?;Go inside;Put out the fire;Gather the trash needed for disposal
Alex was very observant.;What does Alex need to do before this?;Not be distracted;be informed;be up to date
Aubrey set the car on fire after she found out he was cheating.;Why did Aubrey do this?;did this for revenge;needed to accept the truth;did this for heat
When Remy's tire went flat on his way to work, he said a bad word.;Why did Remy do this?;avoid being thought of as a wimp;remy who has tired his work;avoid being late for an appointment
Carson ordered a large pizza for dinner.;What will Carson want to do next?;washes his hands before dinner;cut the grass;take out the dog
Quinn moved into a new house after their old one burned down in a fire.;How would Quinn feel afterwards?;like he lost everything;like going back home;practical
Aubrey took many medications during the years which helped with their painful condition, but also sadly led to a drug addiction.;What will Others want to do next?;assist Aubrey with rehabilitation options to combat the addiction;have access to drugs;maintain a safe distance from Aubrey until they recover
Ash cannot function and be productive without having breakfast.;What will Ash want to do next?;wash the dishes;go back to sleep;go to school
Aubrey was having a sleepover in Casey's but during the night Aubrey got sick and was throwing up in the bathroom so Casey called Aubrey's parents to collect Aubrey.;What does Casey need to do before this?;invite Aubrey for a sleepover;lose the number for Aubrey's parents;cancel the sleepover with Aubrey
Austin wrapped a belt around the waist of the bull rider.;Why did Austin do this?;make sure he has a good hold of it;The bull rider had injured his arm during the event;The man was very intoxicated and couldn't see straight
Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them.;Why did Aubrey do this?;save Riley from hurt;never again get back together;never be back together again
Alex paid extra money to get more secret details about the game strategy.;What will Alex want to do next?;play the game more;ignore the advice;stop playing the video game
Aubrey has always been there for Alex. Aubrey fulfilled Alex's needs.;What does Aubrey need to do before this?;stay with Alex;loyal;pay for Alex's bills
Austin went out to eat with the family last weekend because it was for a party.;What will happen to Austin?;be happy;be sick;be ill
Kai recently purchased new clothes, but then found out they didn't fit.;What will Kai want to do next?;buy new clothes;know what her size was;decide what she want to buy
Jordan took their son to the shoe store to get some soccer shoes.;What does Jordan need to do before this?;Count his money;buy shoes;Get lost on the way
Addison regarded every comment very seriously and listened to all the instructions.;How would you describe Addison?;serious;addison was law biding;contemplative
Austin knew Quinn intimately and they slept together many times.;Why did Austin do this?;found QUinn attractive;hated Quinn;ask Quinn on a date
Bailey was mad at work and then told Alex to send the letter.;How would you describe Bailey?;under high pressure at work;commanding;careless all day today
riley came home and made some pie in the kitchen.;How would you describe Riley?;as ambitious;as lazy;ready to eat the pie
Riley and Sasha went hiking. Sasha was more experienced and went ahead before realizing it and stopping. Riley hurried to catch up to her height on the trail.;What does Riley need to do before this?;Get some hiking boots;ask Sasha to stay with them;ask Sasha for a break
Aubrey wrote Tracy's novel because Tracy was a well known author but didn't have very much talent.;What will Aubrey want to do next?;avoid taking credit for the work;read the novel;take credit for the work
Cameron went out of her way to give food to the homeless man.;How would you describe Cameron?;kind;guilty;selfish
Remy gave Skylar, the concierge, her account so that she could check into the hotel.;What will Remy want to do next?;get the key from Skylar;lose her credit card;arrive at a hotel
Riley was not able to get a word in during the heated argument.;What will Riley want to do next?;get her turn;leave the argument;strong
